provincia,partido,localidad,linkIndec,otros,"0,256Mbps","0,5Mbps","0,512Mbps","0,75Mbps",1Mbps,"1,5Mbps",2Mbps,"2,2Mbps","2,5Mbps",3Mbps,"3,3Mbps","3,5Mbps",4Mbps,"4,5Mbps",5Mbps,6Mbps,"6,4Mbps",7Mbps,"7,5Mbps",8Mbps,9Mbps,10Mbps,"10,1Mbps","10,2Mbps",11Mbps,12Mbps,"12,3Mbps",13Mbps,14Mbps,15Mbps,16Mbps,17Mbps,18Mbps,20Mbps,"20,5Mbps",21Mbps,22Mbps,23Mbps,24Mbps,25Mbps,"25,1Mbps","25,5Mbps",26Mbps,27Mbps,30Mbps,31Mbps,32Mbps,35Mbps,36Mbps,40Mbps,41Mbps,45Mbps,48Mbps,49Mbps,50Mbps,"50,1Mbps","50,25Mbps",51Mbps,55Mbps,59Mbps,60Mbps,61Mbps,65Mbps,66Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,98Mbps,100Mbps,"100,1Mbps","100,25Mbps",105Mbps,110Mbps,120Mbps,122Mbps,125Mbps,130Mbps,140Mbps,150Mbps,155Mbps,160Mbps,164Mbps,165Mbps,180Mbps,200Mbps,205Mbps,212Mbps,220Mbps,225Mbps,240Mbps,246Mbps,250Mbps,256Mbps,275Mbps,300Mbps,320Mbps,325Mbps,330Mbps,350Mbps,400Mbps,450Mbps,480Mbps,500Mbps,512Mbps,520Mbps,540Mbps,600Mbps,680Mbps,700Mbps,800Mbps,850Mbps,900Mbps,999Mbps,1000Mbps,1024Mbps,4000Mbps,10000Mbps,totalAccesos
LA RIOJA,Chilecito,Malligasta,46042070.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,80.0,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
LA RIOJA,Chilecito,Nonogasta,46042090.0,,,1.0,,,,,,,,,,,,,,9.0,,,,,,37.0,,,,524.0,,,,4.0,,,,179.0,,,,,,,,,,,139.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.0
LA RIOJA,Chilecito,San Miguel,46042030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,18.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0
LA RIOJA,Chilecito,San Nicolás,46042100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
LA RIOJA,Chilecito,Santa Florentina,46042110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
LA RIOJA,Chilecito,Sañogasta,46042120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0
LA RIOJA,Chilecito,Tilimuqui,46042130.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
LA RIOJA,Chilecito,Vichigasta,46042140.0,1.0,,,,,,,,,,,,,,,,5.0,,,,,,25.0,,,,20.0,,,,5.0,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,70.0,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050.0,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,991.0,,,,,,,,215.0,,,,,,,,,,,171.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385.0
LA RIOJA,Famatina,Angulos,46049020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
LA RIOJA,Famatina,Campanas,46049050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
LA RIOJA,Famatina,Chañarmuyo,46049060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0
LA RIOJA,Famatina,Famatina,46049070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0
LA RIOJA,Famatina,La Cuadra,46049080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
LA RIOJA,Famatina,Pituil,46049090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0
LA RIOJA,Famatina,Santa Cruz,46049110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
LA RIOJA,General Angel V. Peñaloza,Tama,46056020.0,,,,,,,,,,,,,,,,,5.0,,,,,,1.0,,,,117.0,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
LA RIOJA,General Belgrano,Chañar,46063020.0,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,69.0,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0
LA RIOJA,General Belgrano,Loma Blanca,46063030.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
LA RIOJA,General Belgrano,Olta,46063040.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,761.0,,,,,,,,109.0,,,,,,,,,,,221.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.0
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0
LA RIOJA,General Juan F. Quiroga,Nácate,46070020.0,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
LA RIOJA,General Lamadrid,Villa Castelli,46077010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0
LA RIOJA,General Ocampo,Ambil,46084010.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0
LA RIOJA,General Ocampo,Milagro,46084030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,,,,,,,,2.0,,,,,,,,,,,174.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.0
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,267.0,,,,,,,,2.0,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0
LA RIOJA,General San Martín,Ulapes,46091010.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,681.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.0
LA RIOJA,Independencia,Amaná,46105010.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
LA RIOJA,Independencia,Otros,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
LA RIOJA,Independencia,Patquía,46105020.0,,,,,,,,,,,4.0,,,,,,4.0,,,,,,8.0,,,,102.0,,,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0
LA RIOJA,OTROS,Otros,,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010.0,,,,1.0,,1.0,,,,,99.0,,,,,157.0,1.0,,,,85.0,,2.0,,,22.0,1234.0,,,,,,,,238.0,,,,,,,,,,,865.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.0
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
LA RIOJA,San Blas de los Sauces,Andolucas,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0
LA RIOJA,San Blas de los Sauces,Cuipan,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0
LA RIOJA,San Blas de los Sauces,Las Talas,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0
LA RIOJA,San Blas de los Sauces,Los Robles,46119010.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0
LA RIOJA,San Blas de los Sauces,San Blas,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0
LA RIOJA,San Blas de los Sauces,Shaqui,46119010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0
LA RIOJA,Sanagasta,Villa Sanagasta,46126010.0,,,,1.0,,1.0,,,,,4.0,,,,,,,,,,,,,,,,92.0,,,,,,,,255.0,,,,,,,,,,,161.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,279.0,,,,,,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0
MENDOZA,Capital,Mendoza,50007010.0,98.0,,28.0,6.0,81.0,61.0,,185.0,,,1119.0,,544.0,,,363.0,1968.0,,13.0,,601.0,830.0,210.0,,,,1289.0,,,,6053.0,,,,3750.0,,,,,626.0,125.0,,,,,15756.0,,,,2.0,4.0,,1.0,,,64518.0,,,,,,1.0,,,,,,,,2.0,,,9100.0,,,,,1.0,,,,,,,,,,,121.0,,,,,,,,,,3957.0,,,,,,,,197.0,,,,436.0,,,,,,,16.0,,,,112062.0
MENDOZA,General Alvear,Bowen,50014010.0,15.0,,,,,,47.0,,,,20.0,,,,,1.0,10.0,,,,,,14.0,,,,4.0,,,,9.0,,,,,,,,,,,,,,,42.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0
MENDOZA,General Alvear,Carmensa,50014020.0,,,,,,,47.0,,,,20.0,,,,,,8.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
MENDOZA,General Alvear,General Alvear,50014030.0,,,,,8.0,52.0,1170.0,4.0,,,1020.0,,171.0,,,28.0,638.0,,,,282.0,,1949.0,,,,470.0,,,,882.0,,,,453.0,,,,,,27.0,,,,,1785.0,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9975.0
MENDOZA,Godoy Cruz,Gobernador Benegas,50021010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,326.0
MENDOZA,Godoy Cruz,Godoy Cruz,50021010.0,5.0,,12.0,1.0,72.0,10.0,,,,,93.0,,1683.0,,,,888.0,,,,1224.0,248.0,12.0,,,,700.0,,,,1600.0,,,,252.0,,,,,,,,,,,5110.0,,,,,,,,,,18944.0,,,,,,,,,,,,,,,,,8447.0,,,,,,,,,,,,,,,,221.0,,,,,,,,,,2706.0,,,,,,,,216.0,,,,538.0,,,,,,,4.0,,,,42986.0
MENDOZA,Godoy Cruz,Las Tortugas,50021010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,530.0
MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,172.0
MENDOZA,Godoy Cruz,Villa Hipodromo,50021010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
MENDOZA,Guaymallén,Bermejo,50028030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
MENDOZA,Guaymallén,Colonia Segovia,50028010.0,,,,,,,,,,,114.0,,,,,,21.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,8.0,,,,,,,,,,,261.0
MENDOZA,Guaymallén,Dorrego,50028030.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
MENDOZA,Guaymallén,Guaymallén,50028020.0,1.0,,12.0,,223.0,15.0,,6.0,,,79.0,,1776.0,,,,1292.0,,,,1700.0,59.0,10.0,,,,300.0,,,,1531.0,,,,91.0,,,,,,,,,,,1869.0,,,,,,,,,,21375.0,,,,,,,,,,,,,,,,,8043.0,,,,,,,,,,,,,,,,,,,,,,,,,,2507.0,,,,,,,,119.0,,,,356.0,,,,,,,7.0,,,,41371.0
MENDOZA,Guaymallén,Jesus Nazareno,50028050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
MENDOZA,Guaymallén,La Primavera,50028030.0,15.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0
MENDOZA,Guaymallén,Los Corralitos,50028040.0,29.0,,1.0,,3.0,,,,,,20.0,,36.0,,,,,,,,16.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
MENDOZA,Guaymallén,Otros,,,,,,,75.0,,48.0,,,8.0,,,,,5.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0
MENDOZA,Guaymallén,Pedro Molina,50028030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
MENDOZA,Guaymallén,Puente de Hierro,50028050.0,105.0,,3.0,,8.0,,,,,,11.0,,217.0,,,,,,,,436.0,,,,,,,,,,597.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0
MENDOZA,Guaymallén,Rodeo De La Cruz,50028010.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
MENDOZA,Guaymallén,San Francisco Del Monte,50028050.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0
MENDOZA,Junín,Ingeniero Giagnoni,50035010.0,,,2.0,,39.0,33.0,,21.0,,,4.0,,1104.0,,,2.0,13.0,,,,1323.0,,6.0,,,,,,,,1259.0,,,,,,,,,,,,,,,160.0,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014.0
MENDOZA,Junín,Junín,50035020.0,95.0,,,,2.0,53.0,,34.0,,,20.0,,30.0,,,4.0,51.0,,,,79.0,,10.0,,,,,,,,408.0,,,,,,,,,,,,,,,562.0,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529.0
MENDOZA,Junín,La Colonia,50035030.0,,,,,,31.0,,20.0,,,189.0,,,,,2.0,50.0,,,,,,13.0,,,,,,,,94.0,,,,,,,,,,,,,,,316.0,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0
MENDOZA,Junín,Los Barriales,50035040.0,67.0,,,,6.0,44.0,,28.0,,,25.0,,168.0,,,3.0,,,,,308.0,,8.0,,,,,,,,350.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0
MENDOZA,Junín,Medrano,50035050.0,,,,,,385.0,,246.0,,,43.0,,,,,27.0,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0
